raw_cluster_id,segment_code,display_name,description,household_count,household_percentage,recency_days,basket_frequency,monetary_value,avg_basket_value,unique_departments,department_spend_hhi,discount_share_of_gross,coupon_basket_rate,private_label_spend_share
0,PROMOTION_BASKET_BUILDERS,Promotion-Oriented Basket Builders,Moderate-frequency households with larger baskets and stronger observed discount/coupon use.,293,0.1303960836671117,5.0,34.0,1412.95,43.3225,11.0,0.34873803851158536,0.19465769271216743,0.21428571428571427,0.23959505896272337
1,HIGH_ENGAGEMENT_BROAD,High-Engagement Broad Shoppers,"Recent, frequent, high-spend households purchasing across a broad assortment.",1077,0.47930574098798395,2.0,61.0,1830.3,30.00816513761468,13.0,0.30874741622725094,0.14095449500554938,0.032,0.27893790149892933
2,LOWER_ENGAGEMENT_FOCUSED,Lower-Engagement Focused Shoppers,"Less-recent, lower-frequency and lower-spend households with narrower assortments.",877,0.3902981753449043,13.0,17.0,378.33,19.651929824561407,8.0,0.3757868963321182,0.15005721914934197,0.0,0.2591940943601905
