neighbors,hit_rate_at_5,recall_at_5,ndcg_at_5,mrr_at_5,precision_at_5,hit_rate_at_10,recall_at_10,ndcg_at_10,mrr_at_10,precision_at_10,hit_rate_at_20,recall_at_20,ndcg_at_20,mrr_at_20,precision_at_20,coverage_at_20,evaluation_seconds
50,0.22974143263639737,0.22974143263639737,0.18460177489922727,0.16941110973648396,0.045948286527279475,0.2507732277619696,0.2507732277619696,0.1914702054352544,0.17228540597648603,0.02507732277619696,0.26363973772114313,0.26363973772114313,0.19470291382768393,0.17316248381978872,0.013181986886057158,0.2364408579316203,1.3337301660794765
100,0.22986514907831251,0.22986514907831251,0.18412045683853184,0.16874922677223803,0.0459730298156625,0.25151552641346037,0.25151552641346037,0.19115479833316812,0.17167178224335222,0.025151552641346036,0.2638871706049734,0.2638871706049734,0.19427316358606897,0.17252253946791923,0.013194358530248671,0.23665793633939738,2.0398133751004934
200,0.22912285042682173,0.22912285042682173,0.18395028554079756,0.16874304095014228,0.04582457008536435,0.2507732277619696,0.2507732277619696,0.19103730804988173,0.17171768497080883,0.025077322776196957,0.2641346034888037,0.2641346034888037,0.19442165113878995,0.17265018810858623,0.013206730174440183,0.23719119416719756,3.457785499980673
