candidate,fit_seconds,prediction_seconds,serialized_kib
HGB-1,0.517488082870841,0.007651916006579995,290.5625
HGB-2,0.906312334118411,0.010080750100314617,728.84375
HGB-3,1.1946833750698715,0.01512237498536706,904.625
HGB-4,0.8537660001311451,0.011504292022436857,728.84375
HGB-5,0.4774686249438673,0.012442084029316902,378.84375
