snapshot_at,segment_code,n,prevalence,mean_score,median_score,flag_rate,flags
2017-09-30 23:59:59,HIGH_ENGAGEMENT_BROAD,1077,0.032497678737233054,0.03416383967940807,0.016457021618878666,0.002785515320334262,3
2017-09-30 23:59:59,LOWER_ENGAGEMENT_FOCUSED,877,0.27708095781071834,0.2121603701944994,0.1917515863807006,0.23261117445838084,204
2017-09-30 23:59:59,PROMOTION_BASKET_BUILDERS,293,0.10921501706484642,0.09575004221080673,0.05140260709834163,0.06825938566552901,20
2017-10-31 23:59:59,HIGH_ENGAGEMENT_BROAD,1151,0.04952215464813206,0.037066669124126345,0.017104090554227916,0.0026064291920069507,3
2017-10-31 23:59:59,LOWER_ENGAGEMENT_FOCUSED,847,0.2715466351829988,0.21723353503766268,0.19985262877587381,0.24321133412042503,206
2017-10-31 23:59:59,PROMOTION_BASKET_BUILDERS,284,0.09859154929577464,0.09113178152012759,0.04083043422712558,0.05985915492957746,17
