from_snapshot,to_snapshot,common_households,unchanged_share,moved_share,ari
2017-06-30 23:59:59,2017-07-31 23:59:59,2085,0.9064748201438849,0.09352517985611508,0.7133043191082464
2017-07-31 23:59:59,2017-08-31 23:59:59,2172,0.9037753222836096,0.09622467771639043,0.700083866673163
2017-08-31 23:59:59,2017-09-30 23:59:59,2219,0.9067147363677333,0.09328526363226675,0.7174593863988411
