snapshot,eligible_households,silhouette,davies_bouldin,calinski_harabasz,raw_counts
2017-06-30 23:59:59,2085,0.20688619456606935,1.5302054043478346,548.2994308389748,"{""0"": 997, ""1"": 230, ""2"": 858}"
2017-07-31 23:59:59,2172,0.20383341658920012,1.5667769422139763,536.743263490855,"{""0"": 880, ""1"": 1066, ""2"": 226}"
2017-08-31 23:59:59,2219,0.2034509522406928,1.5746154837320872,539.4134665418046,"{""0"": 257, ""1"": 1077, ""2"": 885}"
2017-09-30 23:59:59,2247,0.20312844392672355,1.5647334449404775,559.6854955211734,"{""0"": 293, ""1"": 1077, ""2"": 877}"
